university,year,score_line,avg_score_x,score_diff,is_985,is_211,admission_count
福建农林大学,2011,573,584,11,0,0,0.0
福建农林大学,2012,546,559,13,0,0,0.0
福建农林大学,2014,506,532,26,0,0,0.0
福建中医药大学,2011,573,582,9,0,0,0.0
福建中医药大学,2014,506,532,26,0,0,0.0
福州大学,2011,573,615,42,0,1,0.0
福州大学,2012,546,595,49,0,1,2821.0
福州大学,2013,501,567,66,0,1,3047.0
福州大学,2014,506,582,76,0,1,0.0
福州大学,2015,525,597,72,0,1,0.0
石河子大学,2011,573,580,7,0,1,0.0
石河子大学,2012,546,554,8,0,1,37.0
石河子大学,2013,501,515,14,0,1,0.0
石河子大学,2014,506,523,17,0,1,0.0
石家庄铁道大学,2011,573,594,21,0,0,0.0
石家庄铁道大学,2012,546,564,18,0,0,0.0
石家庄铁道大学,2014,506,545,39,0,0,0.0
石家庄铁道大学,2015,525,558,33,0,0,0.0
电子科技大学,2011,573,633,60,1,1,0.0
电子科技大学,2012,546,603,57,1,1,100.0
电子科技大学,2012,546,616,70,1,1,100.0
电子科技大学,2013,501,596,95,1,1,86.0
电子科技大学,2014,506,610,104,1,1,0.0
燕山大学,2011,573,603,30,0,0,0.0
燕山大学,2012,546,576,30,0,0,21.0
燕山大学,2013,501,549,48,0,0,21.0
燕山大学,2014,506,565,59,0,0,0.0
燕山大学,2015,525,580,55,0,0,0.0
澳门大学,2012,546,590,44,0,0,0.0
湘潭大学,2011,573,595,22,0,0,0.0
湘潭大学,2013,501,544,43,0,0,67.0
湘潭大学,2014,506,559,53,0,0,0.0
湘潭大学,2015,525,575,50,0,0,0.0
湖南科技大学,2011,573,594,21,0,0,0.0
湖南科技大学,2012,546,564,18,0,0,0.0
湖南科技大学,2014,506,541,35,0,0,0.0
湖南科技大学,2015,525,558,33,0,0,0.0
湖南师范大学,2013,501,553,52,0,1,21.0
湖南师范大学,2014,506,576,70,0,1,0.0
湖南师范大学,2015,525,590,65,0,1,0.0
湖南大学,2011,573,637,64,1,1,0.0
湖南大学,2012,546,619,73,1,1,131.0
湖南大学,2013,501,599,98,1,1,121.0
